outcome,removed_run_id,removed_strategy,removed_value,full_F,leave_one_out_F,change_in_F,full_p,leave_one_out_p,change_in_p,full_eta_squared,leave_one_out_eta_squared
resolved_targets,R-20260803-204802-7FB9A22F,Skill-Specific DDA,295.0,5.091643714357052,5.028049102418969,-0.06359461193808347,0.022291567563413106,0.02261970219648744,0.0003281346330743333,0.11212322710409636,0.112787444037444
resolved_targets,R-20260803-205226-5A31D015,Fixed Time-Based,335.0,5.091643714357052,3.8301829719538154,-1.2614607424032367,0.022291567563413106,0.049965686768783144,0.027674119205370037,0.11212322710409636,0.08267212041226565
resolved_targets,R-20260804-075724-00D9EA4C,Performance-Based DDA,279.0,5.091643714357052,5.002651550331445,-0.0889921640256075,0.022291567563413106,0.024906536535739487,0.0026149689723263814,0.11212322710409636,0.1077173689959491
resolved_targets,R-20260804-080250-4C74E07B,Skill-Specific DDA,311.0,5.091643714357052,6.022974412371169,0.9313306980141167,0.022291567563413106,0.013646147348869927,-0.00864542021454318,0.11212322710409636,0.11719146664031743
resolved_targets,R-20260719-084347-6A9321AA,Performance-Based DDA,293.0,5.091643714357052,5.056610154165806,-0.035033560191245705,0.022291567563413106,0.024165168223184035,0.0018736006597709284,0.11212322710409636,0.11554270653418303
resolved_targets,R-20260719-085111-17A32D03,Skill-Specific DDA,280.0,5.091643714357052,4.565845367389333,-0.5257983469677194,0.022291567563413106,0.029902479301193143,0.0076109117377800364,0.11212322710409636,0.1108128364107106
resolved_targets,R-20260719-085745-B9C21BFE,Fixed Time-Based,323.0,5.091643714357052,3.6681947009932063,-1.4234490133638458,0.022291567563413106,0.057345433999257046,0.03505386643584394,0.11212322710409636,0.09310000905189475
resolved_targets,R-20260719-091012-4EAD5CB0,Skill-Specific DDA,293.0,5.091643714357052,4.945391732993715,-0.14625198136333672,0.022291567563413106,0.02370806468996873,0.0014164971265556228,0.11212322710409636,0.11240636139602538
resolved_targets,R-20260719-091622-92127A6F,Fixed Time-Based,314.0,5.091643714357052,3.9728555711523503,-1.1187881432047018,0.022291567563413106,0.047986126907642215,0.02569455934422911,0.11212322710409636,0.10174543125640273
resolved_targets,R-20260719-092328-65D9D1AB,Performance-Based DDA,214.0,5.091643714357052,4.838612528073545,-0.25303118628350685,0.022291567563413106,0.027248830859951226,0.00495726329653812,0.11212322710409636,0.09326697776990181
resolved_targets,R-20260719-093012-4EB0A2D2,Skill-Specific DDA,298.0,5.091643714357052,5.166406693026009,0.0747629786689572,0.022291567563413106,0.020948903741156547,-0.0013426638222565589,0.11212322710409636,0.11342812542418897
resolved_targets,R-20260804-072904-22984449,Fixed Time-Based,329.0,5.091643714357052,3.6526104452235515,-1.4390332691335006,0.022291567563413106,0.057155388915732845,0.03486382135231974,0.11212322710409636,0.08773817241327955
resolved_targets,R-20260804-075051-71E20E02,Performance-Based DDA,342.0,5.091643714357052,5.355608886592468,0.26396517223541593,0.022291567563413106,0.020451867451044676,-0.0018397001123684302,0.11212322710409636,0.16087527569926713
resolved_targets,R-20260804-075716-FEF7CC7F,Skill-Specific DDA,267.0,5.091643714357052,4.425956239456222,-0.6656874749008299,0.022291567563413106,0.03372412917033241,0.011432561606919307,0.11212322710409636,0.11074737936644356
normalized_target_score_pct,R-20260719-073723-9A82FD86,Performance-Based DDA,81.53310104529616,4.200919337642528,4.050980038102214,-0.14993929954031415,0.04126453932564539,0.04420053169259993,0.0029359923669545415,0.1569216244573668,0.1494593599976368
